Index,State,Program,Sub-Program,Abbreviation,Target Age Min,Target Age Max,Clearhouse Rating,State Title-IV Spending,Federal Matching,Date Info Was Provided,Project Relevance,Note 1,Note 2,Plan URL
254,Washington,Promoting First Relationships,,PFR,0,5,Supported,"$2,105,697",$0,12/15/25,Low,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
255,Washington,SafeCare,,SC,0,5,Supported,"$4,354,525",$0,12/15/25,Low,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
256,Washington,Family Spirit,,FS,14,24,Promising,"$694,828",$0,12/15/25,Low,Washington state data provided through public information officer,Serves young Native/American Indian mothers who enroll during the second trimester of pregnancy,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
257,Washington,The Incredible Years,,,0,5,Promising,"$1,018,989",$0,12/15/25,Low,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
258,Washington,Child-Parent Psychotherapy,,CPP,0,5,Promising,$0,$0,12/15/25,Low,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
259,Washington,Positive Parenting Program,Standard Level 4,Triple P,0,12,Promising,"$4,369,567",$0,12/15/25,Mid,Washington state data provided through public information officer,,https://www.dcyf.wa.gov/sites/default/files/pdf/FFPSA_PREVENTIONPLANFINALJuly2025.pdf
260,West Virginia,Functional Family Therapy,,FFT,11,18,Well-Supported,,,,High,,,https://dhhr.wv.gov/bss/services/Pages/IV-E-Preventative-Services.aspx
261,West Virginia,Healthy Families America,,HFA,0,2,Well-Supported,,,,Low,,,https://dhhr.wv.gov/bss/services/Pages/IV-E-Preventative-Services.aspx
262,West Virginia,Parents as Teachers,,PAT,0,3,Well-Supported,,,,Low,,,https://dhhr.wv.gov/bss/services/Pages/IV-E-Preventative-Services.aspx
263,Wisconsin,Healthy Families America,,HFA,0,2,Well-Supported,,,,Low,,,https://dcf.wisconsin.gov/files/familyfirst/title-iv-e-5-year-prevention-plan.pdf
264,Wyoming,Motivational Interviewing,,MI,,,Well-Supported,"$827,880.00",,6/30/25,Mid,"Spending as of June 30, 2025.",,
265,,,,,,,,,,,,,,
